,Text,Sentiment
9438,"#covid19uk #coronavirusuk #coronavirus just watching the Italy report on Sky News.
1.  Lock this country down now
2.  Freeze prices
3.  Protect wages like the EU has done
4.  Close non-essential shops, bars, restaurants
5.  Protect the public before we end up like Italy.",Extremely Positive
9439,"How long till rationing gets introduced? The state of the shops as there are can only go on so long. And people are clearly profiting from buying in bulk and then selling it on at inflated prices. 

#COVID19 #covid19uk #coronavirus 
#rationing",Extremely Positive
9440,Finally made it into our local supermarket. Plenty of important notices dotted throughout the store. #coronavirus https://t.co/GNUoqBqxnu,Positive
9441,"Just heard on the news people are spitting on nurses
These cretins  should be packed off together with those selling essentials at over inflated prices in a small u ventilated room and perhaps let out next year
I detest these lot
#CoronaCrisis
#COVID19
I'm angry",Negative
9442,"Why is it your supposed to avoid the pub

But itÂs actively encouraged that alll elderly people go to the supermarket at the same time? 

Surely having lots of the most vulnerable category in the same building is worse than going to the boozer? #coronavirus",Positive
9443,"Am I the only one who holds their breath every time they walk by someone in the grocery store now? Pretty sure it's saving my life. Thanks, @Trevornoah! :P #coronavirus https://t.co/SOM7f0SD9U",Extremely Positive
9444,The epidemic is slowing down consumer spending which account for 70 of the US economic activity via,Neutral
9445,Never thought I d hear an interview like this on Health Secretary pleading with people to stop panic buying food and telling former nurses amp doctors  your NHS needs you ,Negative
9446,"ÂAnd for the medical supplies where demand is outstripping supply are you able to adjust prices up?Â Capitalism caught on tape exploiting #Coronavirus ?Because the bottom line is the only thing that counts. 

https://t.co/QU1EBS6vkX https://t.co/gPLOkjOhTM",Negative
9447,@robertbenzie The best way to send a message to @EBGamesCanada is for every consumer to stop shopping at their store and online.#CoronaCrisis #AbstainFromEBGames,Positive
9448,Spot the meat in Aldi,Neutral
9449,#Panicbuying at my local Co-op. #Toiletroll knob gets his comeuppance. #Coronavirus #uklockdown #lockdownuk #stophoarding #coronacrisis #covid19 #retirement #retirementlife #ageingwell #grumpyoldman https://t.co/55tTo4NQuv https://t.co/sc6lt1RbMe,Neutral
9450,U S automakers are just starting to feel impacts from the pandemic but experts say the worst days for consumer vehicle demand and supply chains lie ahead,Extremely Negative
9451,"Remember this photo when you grab more than you need at the grocery store. 

#CORONAVIRUS https://t.co/4ZHiXqw5aN",Neutral
9452,"Just left the grocery store and people are acting crazier than Nicholas Cage during the last 10 years of his career.

ÂThat last box of extra toasty Cheez-its is MINE!... and I will fight you to death to get them!Â

#coronavirus 
#grocerystores 
#Peopleactingcrazy",Extremely Negative
9453,"#Coronavirus Here's what people aren't buying: Vegan food, Dasani water, Chocolate hummus, Pork, Dry sheets, and Kidney beans  https://t.co/FPHGauTlny",Neutral
9454,"We all have a role to play during this pandemic and today I will be helping out at a drive through testing site. Healthcare, first responders and grocery store workers will definitely be stretched thin so let's all do our part (stay home!) to get through this faster. #coronavirus https://t.co/9jcAbg3d4M",Extremely Positive
9455,"@Tesco Sunday 1hr NHS exclusive shopping hour. Thanks! Much appreciated!
It was very depressing to see all supermarket shelves empty at the end of the day. That too after hard work all day at  hospital! 
#tesco #thankyouTesco
#CoronaCrisis",Positive
9456,"As researchers, it is our job to keep the CBD and Cannabis industries informed on the impact of #COVID19. We created the Insight Response Center to do just that.

Social listening, new consumer data, and the latest analysis from our team of experts.

https://t.co/hYsOHUmD0g https://t.co/V8skvwOXSj",Positive
9457,"Independent grocers say they face supply shortages in #Brighton over #coronavirus and say it is 'unfair' to criticise price rises, despite claims prices of some items have doubled- read more here &gt;&gt; https://t.co/0yGxjCAxAs",Negative
9458,jihadist part time village idiot and full time suicide cult member bemoaning food shortages caused by Just imagine what the panic would be like,Extremely Negative
9459,"A fellow in tbe grocery store: ""Thank God they still have cookies.""
#CoronaQuotes #CoronaVirusUpdate #Covid_19 #FridayThoughts #stockpiling",Positive
9460,Food shopping used to be simple order your food and get it delivered Now it s drive around every supermarket for nothing empty shelves   Who is buying all the food,Positive
9461,#QUADCITIES: Are you a #smallbusinessowner looking for ways to keep your #shop or #restaurant thriving? Maybe you're a #local consumer looking to support such #businesses. HereÂs some valuable information from @ChamberQC on how to do both! #coronavirusupdate #COVID19 #COVID_19 https://t.co/m24UzdOcHC https://t.co/G9VwAlBDwC,Extremely Positive
9462,"Sent my brother to the grocery store with this map. I will grade him with a percentage upon his return, based on main story objectives completed as well as side quests. #QuarantineLife #Coronavirus #SocialDistancing #VideoGamesInRealLife https://t.co/iv8bL21t5j",Positive
9463,"Gas prices are low, and the only place I get to go is work! #coronavirus #coronatime #stillgottawork #COVID19",Negative
9464,"Was literally a couple of hundred metres from a supermarket when I heard about the first HawkeÂs Bay COVID-19 case today.

I considered a quick bit of panic buying, but it turns out my innate laziness overrules any panic I can muster.

This is the most kiwi thing IÂve ever done.",Extremely Negative
9465,"#Chloroquine remains the cheapest antimalarial drug in continental Africa, easily procured by the poor out of pocket. If proven to treat #Covid_19, this will see skyrocketing of prices for the poor in malaria endemic zones of the world.",Negative
9466,"Straight talk. We have 300,000 people who went away for March break despite the cautions. Now theyÂre coming back and need to fully self-isolate for 14 days. Will they? The actions in next 5-7 days are the game changers here folks.",Neutral
9467,"OK folks, this is simply beyond stupid.  #1 why are the police not there immediately to shut that down? #2 what a bunch of crazy people.  I won't even go down the aisle in a grocery store with 2 people down it.  SMARTEN UP @$$ #coronavirus #Coronavirustoronto #coronaviruscanada https://t.co/ZiZQP6DOdf",Extremely Positive
9468,Look what I have found on the shelves at @Morrisons. Expired gnocchi. 4 packs left from a whole carton. How bad is that supermarket chains in the UK are trying to sell expired food to people in panic buying mode?? Greed is a bad beast. #Covid_19 https://t.co/4emK5xTAKY,Extremely Negative
9469,"Thanks to all in the healthcare industry, those who grow food, work in the factories and those who drive the trucks to those who stock the shelves. Maybe now you'll get the respect and compensation you deserve. You make this all go, not ""investors"" #coronavirus @DemSocialists",Extremely Positive
9470,Greater demand due to covid-19 causes shortfall at St. Thomas food bank. But help from #ldnont came quickly @CTVLondon https://t.co/aiFUkKXQ2a,Extremely Positive
9471,Suppliers Mull Carb Obligation Impacts as California Allowance CCA Prices amp Demand Fall,Negative
9472,Times are tough and scary for most of us.  But tweets and posts like ÂHome due to #CoronaVirus? Now is an ideal time for online shopping. Â are a complete turn off to me.,Extremely Positive
9473,I think supermarkets should chain up their trolleys so people can only use baskets. #panicbuyinguk #coronavirus #StopPanicBuying,Neutral
9474,The best part of this nonsense is everyone is things they don t need and stocks they should keep so stocks are at bargain prices right now I already positioned my 401k to make 7k in the next month or two when it rebounds,Positive
9475,"So, Makoya/Mian-chol is what the world is recommending as the only sanitizer capable of killing viruses(COVID 19) in our hands. 

I went to the supermarket, just to buy what has been despised by Jieng all along. 

Next time, never discourage me from taking makoya.
#SSOT",Negative
9476,Remember our own actions have consequences We share the same space We share the same fears and if that s difficult,Negative
9477,"Please don't claim to support all the doctors, nurses, first responders  National Guard, grocery store staff, truck drivers, and everyone else essential during this pandemic if you continue to ignore their pleas to STAY HOME! 
#coronavirus 
#StayHome 
#FlattenTheCurve",Positive
9478,This is what happens in pandemics you do realize when you do this your going against the law of nature and because you ve done this unfortunately the Karma corona train is coming your way,Negative
9479,Stood Up John and first day of self-quarantine.    A little humor to help us get through these difficult times. Stay Safe!  #humor  #laugh #smile #comical #comedy #joke #satire #comic #comical #food #shopping #grocery #store #quarantine #CoronaVirus #virus #COVID19  #pandemic https://t.co/DzoLIBTXNM,Positive
9480,Self-Quarantine and Mystery Cans of Food - A little humor to help us get through these difficult times. Stay Safe! #humor #funny #laugh #smile #comical #comedy #joke #satire #comic #comical  #food #shopping #grocery #store  #quarantine #CoronaVirus #virus  #COVID19 #pandemic https://t.co/hNh9M5HbZS,Positive
9481,Coronavirus has stripped our supermarket shelves and our reason It s time to impose some common sense says,Negative
9482,"The Âkey workersÂ whose children can remain at school next week
https://t.co/ko1pOcK2t0
#Coronavirus",Neutral
9483,"ÂWe are in this together.Â

.@SchoofsFeed lived through the AIDS epidemic. Here is his advice on how to survive the coronavirus pandemic ?

https://t.co/gpNNhZlxnw",Neutral
9484,"#coronavirus it's recommended to wide off all individual store bought grocery packages and delivered food. 
Who is doing this?",Positive
9485,"It was good to see Ardmore pharmacy on the Ormeau Rd selling Calpol at a reduced price &amp; a pleasant surprise given all the stories of retailers scalping prices in recent days. While open on a one in, one out basis for prescriptions they deserve praise. Thank you. #CoronaCrisis",Extremely Positive
9486,#Coronavirus #UK : Launch of task force to stop companies exploiting the crisis with excessive prices. https://t.co/RN9daEAUbR,Extremely Negative
9487,"#FridayThoughts: #ConvenienceStore #Spur has .99 cent per gallon for regular gas has been verified buy #GasBuddy #SpurBP station 815 N Laurel Rd, London, KY, 40741 #GasPrices  Low prices are a result of the global #Covid_19 virus https://t.co/6UbF078mga",Negative
9488,"Convenience Stores &amp; Grocery  #CEOs of a essential retailers that are remaining open right now. You should be out on the store floors and touring locations. If you expect your employees to put themselves out there at this time, you do the same! #RetailStong #Covid_19 #Retailing https://t.co/OioXznPNqV",Neutral
9489,"Congrats to the couple who just got engaged at the supermarket across the road. Apparently they cancelled their holiday to Iceland where the man had planned to propose, so he took her to Iceland the supermarket to propose instead! #coronavirus #GoodNews #LoveWins",Extremely Positive
9490,California home sales were getting a strong foothold in February pre-COVID-19 outbreak with sales and prices up YOY  https://t.co/2RYhMkVz9d #realestate #COVID19US #housing https://t.co/gtk1rY2UPA,Positive
9491,"I wanted to take a minute to send a special thank you to everybody working on the front lines to battle the COVID-19 pandemic. Thanks to hospital employees, healthcare workers, grocery store employees, emergency services and everybody who is doing their part.#coronavirus",Positive
9492,"Capcom are set to unveil #ResidentEvil 8 next week.
It will star Chris and Claire Redfield as they start their new jobs in a supermarket protecting toilet rolls from ravenous #Covid_19 carriers, who have an insatiable appetite for bog roll.
#ResidentEvil3Remake #GamersUnite https://t.co/bWXv8Oputn",Neutral
9493,"Our data partners @SafeGraph have released a dashboard to understand how #Coronavirus is affecting consumer activity in the US, showing #foottraffic by brand &amp; industry: https://t.co/R9Sauo1Y7L",Neutral
9494,Premier Higgs provides update on New Brunswick COVID-19 on Friday https://t.co/W0USNnbn8b,Neutral
9495,"Gas prices in Texas hit 14-month low amid COVID-19 outbreak

https://t.co/OU5d4f5T6x https://t.co/YkaCvGG9xE",Negative
9496,".@NorahODonnell: ""Is there a proven treatment to prevent or treat COVID-19?"" 
Dr. Anthony Fauci: ""There is not a proven, and that's the underlying word, a proven treatment or prevention. There's some anecdotal information that one or two of these may possibly have some benefit."" https://t.co/tmYfgdiOGo",Extremely Positive
9497,"A reminder to acknowledge the truck drivers, grocery store workers and other unsung heroes of the coronavirus pandemic https://t.co/2DDHbpceGg https://t.co/qxY6790g7h",Positive
9498,Grocery stores are NOT running out of food https://t.co/m66n3Ydjng,Neutral
9499,"One-two punch of new #coronavirus, falling oil prices threaten Iraq https://t.co/qweAyE1URV https://t.co/GJcBKAbNhZ",Negative
9500,"With the prevailing global pandemic #Covid_19, food shortage &amp; hiked prices of food supplies is a major crisis anticipated in Uganda's near future.
Govt has a duty to create food reserves for times of emergency to ensure that every Ugandan enjoys their right to adequate food.",Positive
9501,Morning The Charity Checkout donation link is below Please keep donating to ensure a supply of food for those relying on Britain s busiest FoodBank in the next few months during the crisis  when demand will increase Thanks  ,Extremely Positive
9502,"""As shoppers shut their wallets, a consumer-driven global recession could be the next threat posed by the pandemic,"" warns Anthony Fensom.

#coronavirus 

https://t.co/q2Hq1cADn0 https://t.co/JFiycmOyjB",Extremely Negative
9503,The price of fish in France has dropped remarkably since the country was put on lockdown. But what does that mean for the industry as a whole? #COVID19 #coronavirus Read more: https://t.co/YitVXDLQNi https://t.co/HD9crQ5v8Z,Neutral
9504,"The #coronavirus pandemic, along with a sharp decline in commodity prices and heightened volatility in global equity markets, have prompted @TechnipFMC to postpone the separation of its #business. #COVID19 #StockMarket https://t.co/q3mPorwxPy https://t.co/35ICuq8dR3",Negative
9505,"As the #coronavirus shuts down travel plans &amp; general consumer activity, many companies are relying on #AI messaging systems to help manage the multitude of calls to their #CustomerService centers. @Kyle_L_Wiggers through @VentureBeat shares the story: https://t.co/3f0WpnAWBs https://t.co/3eNOmozqKF",Positive
9506,"A group of #teens filmed themselves #coughing on produce at a Virginia grocery store and then posted the stunt to social media Â a Âdisturbing trendÂ amid the #coronavirus pandemic. The cops urge parents to ""talk with your children and explain to them why such behavior is wrong."" https://t.co/VMR2xMHfT6",Extremely Negative
9507,"@Captain_Revo That is so true.
I was at the supermarket yesterday, and while waiting in the queue the lady in front of me was saying how she has taken her kids out of school this week due to concerns with COVID-19 . . . with her three kids standing next",Positive
9508,"If you have not been directed to self-isolate, you may be making a trip to the grocery store this weekend. We've come up with some helpful tips and advice to help make your shopping experience a safe and healthy one! https://t.co/2fq9NNL9Lt #CKont #WeAreCKPublicHealth #Covid19",Extremely Positive
9509,"How quickly the world changes. Meanwhile actors and pro athletes arenÂt working and practicing. The world changed 

Thank you health care workers, grocery store employees and truck drivers. #coronavirus #ThankYou https://t.co/Si1CnCtXWc",Extremely Positive
9510,I fear this governments incompetence and slow approach coupled with the supermarket crowd madness that has been horrendously managed has just massively spread #Covid_19,Extremely Negative
9511,#CoronavirusCrisis | Here are the prices at which the retail price of essential items has been capped https://t.co/BaPXe45w0H,Neutral
9512,"#Parents: How to communicate with an anxious child or teen about #coronavirus 
https://t.co/xJU9QsDN5C",Negative
9513,Electric cost in #restaurants hit by #coronavirus restrictions can be cut if staff do #refrigeration coil cleaning using our https://t.co/n4FzNMMSH7. See demo video at https://t.co/i7uIizConB . #Cstores #pizzerias #grocery https://t.co/LOHvcsPlcB,Negative
9514,"#Restaurants in these #coronavirus times can significantly cut their electric bill by doing #refrigeration coil cleaning with our unique https://t.co/PRuQigzrsu coil cleaning technology - a no-mess do-it-yourself method. #foodservice 
Also: #Cstores #grocery #pizzerias too! https://t.co/3bc1GChClK",Extremely Negative
9515,"Electric cost in #restaurants hit by #coronavirus restrictions can be significantly cut IF staff do #refrigeration coil cleaning! 
E.G., using our great https://t.co/n4FzNMMSH7!
See demo video on our website: https://t.co/i7uIizConB. 
#Cstores #pizzerias #grocery #foodservice https://t.co/fb7yyhA1Xw",Positive
9516,"Unintended consequences...

https://t.co/lOyamQvRs4",Neutral
9517,Never buy more than three days supplies and not more than once three days even if this means increased exposure risk to out shopping UK s supply chains simply can t cope with higher demand It really is that simple,Negative
9518,"""Fraser holds the Canada Research Chair in Global Food Security and studies food security, food prices, rural agricultural policy and how each is affected by climate change."" @uofg https://t.co/nKiveEwx6D",Positive
9519,Great to see member paying smaller amp on amp from sector Vital to support to meet increased demand pay amp keep going 19,Extremely Positive
9520,"I think that the panic upon COVID-19 being labeled a pandemic showcases a very real deficiency in emergency preparedness from an individual level. Get prepared!

First Aid Training
Self Defense Training
Supplies (Food, Water, Meds, etc.)
A ""Bug Out"" Bag
A W.U.S.H. Bag

Stay safe!",Negative
9521,"ÂWe have come together for our farmers going through drought, we have come together for those so terribly affected by the bushfires, so letÂs come together againÂ-David Littleproud @guardian 

Read how Australia is ensuring #foodsecurity during #COVID-19: https://t.co/dYeC8YrQbQ https://t.co/QFtrxQQTYj",Extremely Negative
9522,"On March 25th, Stefan Tanase, Cyber Intelligence Expert, eCrime Unit at @csis_cyber will cover the topic ""The Magecart Phenomenon - Supply Chain Attacks on Payments Processing"". Join our #webinar to learn more https://t.co/7npEyxyl4V
@stefant https://t.co/bIBvlAdr6K",Positive
9523,"@thehobokengirl @KenFerrante @CityofHoboken @RaviBhalla @Tiffanie_Fisher @StevenFulop @hMAG @JerseyCity @HobokenPD @News12NJ @MarciRubinN12 Hi there, we strongly condemn price gouging and posted prices are our normal prices. In response to the COVID-19 pa",Negative
9524, If the unions were stronger this panic wouldn t need to happen  IAN HODSON national president of the Bakers Food and Allied Workers Union talks to the Star as his members work round the clock to keep the nation fed,Negative
9525,Putnam County Chamber of Commerce is partnering with restaurants and businesses in the county to share online lists of some services being offered during,Positive
9526,"Y'all out here pointing fingers and race blaming for #Covid_19 really forgot not so long ago when people were licking gallons of ice cream at the grocery store &amp; putting it back, huh?",Negative
9527,With the inevitable increased demand on our FareShare Service due to the Covid 19 crisis we urgently require donations of food from the Scottish Food and Drinks Industry If you can help please call our depot on 0131 554 3900 Please help us continue to support vulnerable people,Extremely Positive
9528,COVID 19 free school meals guidance guidance that eligible children and young people will continue to get a free school meal or supermarket vouchers,Extremely Positive
9529,Credit rating agency DBRS Morningstar has downgraded the province of Alberta due to plunging oil prices and the #COVID-19 outbreak. https://t.co/gk3sY0OYD3 https://t.co/ovKe9RI1Oh,Positive
9530,Bay Area grocery stores try stock up on essential supplies in preparation for the emergency order across most of the region due to the outbreak Read more,Negative
9531,A special thought for the Italian shop assistant from a supermarket in Brescia who went home earlier in the week with a high temperature and died at home today She had tested positive for She was 48 STAY AT HOME AND HELP THOSE WHO CAN T,Extremely Positive
9532,"Are people listening and staying inside yet?

Over the next three weeks, IÂm in work for one day (have to be) and only venturing out to go to a supermarket if I need to.

ItÂs really not hard to do! #COVID19 #coronavirus",Positive
9533,"Now there's no laundry detergent on local supermarket shelves.  Honestly, people, get a fucking grip. #coronavirus #auspol",Positive
9534,"@putinsgay Ethics skips a generation...
Trump rips consumer off EVERY time he gets a chance; NOTE: Trump see Voters as Consumer
Be prepared to get Even More Ripped-Off
https://t.co/6mRpIl7qg0
#TrumpisUseless
#coronavirus",Positive
9535,19 supermarket shelves are empty but our corner store delivered a box of essentials today including toilet rolls and paracetamol An enterprising couple have set up a delivery service for local shops including fresh fish veg and meat,Extremely Positive
9536,Why and I cannot stress this enough the ACTUAL F CK are people still stockpiling loo roll toilet paper You re all idiots monstrous diseased arseholic idiots 19,Positive
9537,The Commissary (grocery store) on base (my fathers retired) has taken necessary steps to make sure everyone gets what they need. This is his households permitted quantity list. #Covid_19 #CoronaVirusUpdate #rationing https://t.co/dmmgTIdoLq,Positive
9538,Many lupus patients take hydroxychloroquine on a daily basis to keep our disease under control If it works also for COVID 19 great If it doesn t then Trump s speculation will result in increased prices and shortages for those of us who depend on it and all for no reason,Positive
9539,The COVID-19 pandemic has many people on edge across the globe. https://t.co/1WxE203yFW,Neutral
9540,"STOP THIS RIDICULOUS PANIC BUYING! We have enough food for everyone so please stop this selfish hoarding! We're all in this together so have some good old British spirit and take some responsibility for the collective effort.

#stophoarding #stoppanicbuying #coronavirus #StopIt",Extremely Negative
9541,"Using our real-time Search data, weÂve been helping brands around the world navigate the daily changes in consumer behavior in relation to #Coronavirus. Our latest Impact study reveals key insights here: https://t.co/n4noiGb1nq https://t.co/VWDmOqgVHb",Positive
9542,"With many people unable to leave the house during the #coronavirus lockdown, online car shopping could be an option. Here's our top tips for buying a car from your sofa. https://t.co/XWvTr9CjT8 https://t.co/ETPTMJSbGk",Positive
9543,BREAKING The Ministry of has fixed food prices in order to prevent markets from hiking them during the outbreak The list of foods whose prices have been fixed are attached to this tweet,Neutral
9544,"Oregon is gonna get Cali-style locked down if they don't stop dragging their entire family into the grocery store everyday! It's not time for a field trip you dummy. 

#Covid_19 
#ronarants",Negative
9545,Significant development in Italy re 19 as supermarket workers threaten to strike Workers are demanding increased protections and reduced hours after an exhausted cashier in Brescia died at home from the virus,Extremely Negative
9546,"https://t.co/Nb93ZohNxm

What is wrong with you!? #COVID2019 #Coronavirus #Panic2020 #TheWalkingDead",Negative
9547,"@EDP24 Not sure. However, the one common place that every member of the public is allowed to visit, in isolation or not, is the Supermarket! ThatÂs some big numbers and potential transmission risk! And weÂre worried about a cafe doing takeaway..... #Jus",Extremely Negative
9548,When all the retail stores are closed and you have no clean cloths to wear to the store.  #CoronaCrisis https://t.co/KE4HJ8qA2R,Positive
9549,"I asked the checkout lady at the supermarket if people are being nice to her.

She hesitated, body language changing, before saying ""most people understand we have limits on products now"".

So I'm gonna take that as a no.

Stop being rude. It's not their fault.

#coronavirus",Negative
9550,Damn Why Lower The ?? Gas Prices When We CanÂt Go Nowhere. ??IÂm Out G ?#Covid_19 #America #comedy #ponder #maryland,Negative
9551,Instead of being the hero company to potentially end the they raise prices Classy Meanwhile are donating tens millions of the tablets to fight,Positive
9552,Going to the grocery store is really creepy these days. #COVID19 #Coronakrise #Covid_19,Neutral
9553,They said a gloves and masks were enough to go to the grocery store. They lied! Everyone else had clothes on? #coronavirus,Negative
9554,OMG WAS ? ? I have never seen frog legs in a grocery store before my life. But they have them right here in Fayville North Carolina at a store called KinlawÂs. #Covid_19 #CoronaCrisis #FridayThoughts #SocialDistanacing #lockdown #Corona #CoronaCrisis #coronavirus #groceries https://t.co/fr35RALpm2,Neutral
9555,Thinking about removing money from your credit union You may want to think again,Positive
9556,"If you come across any shops charging inflated prices for essentials such as toilet paper, soap, hand gel etc you can report them /complain to The Competition and Markets Authority @CMAgovUK #CoronaCrisis",Positive
9557,"Fantastic scheme for artists and even better for buyers! Check it out, buy artworks for good prices and help us get through #coronavirus #CoronaVirusUpdate https://t.co/IAbXqQOCao",Extremely Positive
9558,Wholesale Club grocery store in allowing 50 customers in at one time Greeter directs all shoppers to hand sanitizer dispenser upon entering Clerk cleans scanner amp belt after each transaction 19,Positive
9559,How are #FullTimeRVers handling all the #coronavirus stuff? This is how I'm doing it. Plus I talk about #toiletPaper alternatives and black tank tips. https://t.co/5pgCv69RH2 #RVLife #VanLife #nomadlife #Safety #health #escape,Neutral
9560,Scams are on the rise make sure you know what to look out for and be on your guard Please share this important article it could really save someone from becoming a victim 19,Extremely Positive
9561,TIP TO AVOID Scams Do your homework when it comes to donations from charities crowdfunding sites DON T let anyone rush you into making a donation If someone wants donations in cash gift card wiring money DON T DO IT More tips,Negative
9562,"WeÂre giving away $100,000 this #CashAppFriday. RT this with your $cashtag or Â£cashtag for a chance to receive $250 in cash or bitcoin.

Must be following @CashApp to qualify. No purchase necessary. Void where prohibited. Official rules: https://t.co/cVPeTFLAE6 https://t.co/8PEMI3CO8h",Positive
9563,Still have over $70K left,Neutral
9564,"Corona crisis keeps base metals prices low

Concerns about the ultimate impact of the #CoronaCrisis  are still too high, and this will keep prices of base #metals relatively low for the time being.

https://t.co/e2CM0gZtPL https://t.co/IYrbUHDS3R",Extremely Negative
9565,If you re hoarding then people like me who only want to buy what I need every week will be forced to go outdoors more and more as I have today to 10 supermarkets all half empty You re endangering me amp I ll endanger others,Negative
9566,Great to see some positives coming from #coronavirus people are now wanting to try growing their own food #foodsecurity #growyourown Bunnings sold out of seedling stock and are trying to keep up. Hopefully people continue this way of life,Extremely Positive
9567,"@WHO @US_FDA - Everyone, including cashiers and stock clerks, at a grocery store touches surfaces that COVID19 can live on. Why aren't you expanding the need to gloves for all workers? @Publix Why aren't you going above and beyond? #IWantToSpeakToYourMana",Neutral
9568,FREEZE MORTGAGES! FREEZE RENTS! FREEZE GROCERY PRICES!  #CoronaVirusUpdate #COVID19 #Covid_19 #COVID #StaySafeStayHome @CNN @DNC @AOC UNTIL THIS IS FIXED!!!,Positive
9569,The Police song don t stand don t stand don t stand so close to me is what everybody should be singing and playing in every supermarket,Positive
9570,@GlamLifeGuru Hi Tati - IÂm dreaming about Covid-19 and purchasing toilet paper - I mean I never thought I would be that person queuing for a supermarket to open. These are crazy times.... Keep safe #StaySafeStayHome,Positive
9571,Hello Are you a complete fucking moron Then these words are for you,Negative
9572,"#smallbusiness 
#boerne
#texas
My hometown eatery has turned into a grocery store to stay afloat. Let's showcase small business who need us to survive.  If you're in Boerne, Texas stop by and buy some homemade ? bread. They're on Main Street and no lines!
#coronavirus https://t.co/tckrCzFqVT",Negative
9573,"I'll be lighting some fireworks on my front lawn to honor our Doctors, Nurses, First Responders, Pharmacists, Walmart/Grocery Store Employees and everyone else that have been helping everyone during these crazy days!

You are all Legends!
Thank you!

#CoronaCrisis #Respect #LOVE",Extremely Positive
9574,Shout out to our supermarket for delivering groceries to hospitals to help out staff because people keep stockpiling,Positive
9575,This is a UK supermarket wth empty shelves is this what we wish for my countrymen Let s work together to keep covid 19 at bay Let s support our govt efforts,Positive
9576,Can the faculty of Science and Engineering in the put human emaswati lives first ahead of profits during the 19 crisis We appreciate the initiative of the hand sanitizers but the prices are high,Positive
9577,Please take note that we only have a few reported cases because a lot of sick people prefer to stay quiet about their condition because they donÂt trust our governments or healthcare systems #staysafe #stockup #stayhome #beware #COVID19NIGERIA #COVID19 #CORONAVIRUS,Positive
9578,"https://t.co/drfyfX7THs Forum:  Celiac Disease Helps You Cope With COVID-19 Panic Buying: https://t.co/drfyfX7THs 03/20/2020 - Food hardly ever entered my mind. In the past, I practiced intuitive eating. If I was hungry for a burger, I had a burger.Â https://t.co/TONU2wpzl3",Negative
9579,"#CoronaCrisis #coronavirus 
When youÂre at the grocery store and you see someone coughing : https://t.co/YWBjrXq50Z",Neutral
9580,"As QE becomes the norm along both sides of the Atlantic, specially now that the US and the Eurozone economies will need it as part of their huge stimulus measures, #Gold will continue to go upwards. https://t.co/eQNhwCiElx #goldprice #Covid_19 #bearmarket #covid19",Positive
9581,I'm spending all my money at the grocery store ? #Covid_19,Neutral
9582,I just swallowed down the wrong pipe and started uncontrollably coughing at the grocery store. I'm pretty sure they called in a CDA 23-19. #Covid_19 #SocialDistanacing https://t.co/q0odB8s1Gn,Neutral
9583,While the rest of the world fights over Toilet paper in a Tunisian supermarket they sit alone like bad leftovers no one wants to touch  ,Extremely Negative
9584,.@Target steps it up for employees.  https://t.co/PLsnfrXVDa #retail #coronavirus #Target https://t.co/MxPze8EH9O,Neutral
9585,Omera Canpara we are fairing so far well as the UK   government is looking after it s citizens It is only the fear of Covid 19 has caused food panic just a scramble for food in supermarkets basically their are all empty and yet they filled shelf them up everyday  ,Extremely Negative
9586,"@jamoropio Bro, how's #COVID2019 taking you guys?",Neutral
9587,Daily reflection 20/3/20 https://t.co/V7Ws0O7dbG,Neutral
9588,"Join @jamieoliver in his brand new show as he helps the nation with easy recipes, cooking tips and ingenious hacks whilst many of us are staying at home.
Jamie: Keep Cooking and Carry On starts Monday at 5:30pm #KeepCookingCarryOn https://t.co/XbdsPX2y8c",Extremely Positive
9589,Scammers are using illegal robocalls to pitch everything from scam treatments to work at home schemes As annoying as these unwanted calls may be DON T PRESS ANY NUMBERS Just hang up Learn more 7 8,Extremely Negative
9590,"I wonder which place had the most germs right now, the hospital or the grocery store. #COVID19 #coronavirus #apocalypse2020",Neutral
9591,"@Uber Your drivers are still driving tourists to and from hotels, airport, and supermarket where the virus is most apparent. #coronavirus donÂt you care about your drivers?",Positive
9592,When people behave like this does the human race deserve to come through this I mean we f ed up the planet people still buy The Sun and now we ve got this Maybe our time is done,Positive
9593,Wow! @VictoriasSecret have closed their online store too due to the #coronavirus. This follows @tjmaxx. @laurenthomas. https://t.co/QNnAXVO2fg https://t.co/tlig7wtsr0,Positive
9594,is seeing a reduction in donations while more demand is expected as the COVID 19 crisis continues The non profit agency has also taken steps to reduce the spread of the virus,Negative
9595,Everyone who hoarded food should be ashamed nurses can t buy food Virus,Negative
9596,The U.K government needs to step in and stop all the food hoarding before some people starve. Panic begets more panic which creates food shortages for the most vulnerable. #stopstockpiling #CoronaVirusUpdate #CoronaCrisis,Extremely Negative
9597,"Convenience store chain @daybreak has started installing Plexiglass at tills in it's stores across the country, as an added protective measure for cashiers against Coronavirus #SocialDistanacing #CoronaCrisis
https://t.co/bYUHKxHX3s",Neutral
9598,"Convenience food firm Greencore Group has said that trading for the first five months of the year has been 'broadly in line with expectations', as the business steps up its efforts to meet increased demand due to the #coronavirus. https://t.co/sm2Rz05Z28",Positive
9599,"So this happened to me today while at the grocery store: an old man wearing blue latex gloves randomly gave me ""a tip"" that @Costco was getting a new shipment of TP tomorrow morning. Seniors got first dibs. I assured him I would let my mother know.  #stayconnected #Coronavirus",Positive
